SKU,Internal LBS SKU,H1,Brand Name,Product Description,Category,Product UPC,Product URL,Spec Sheet URL,Custom Fields,Minimum Purchase Quantity,Big Commerce Product ID
38895-E26,38855-E26,Clear Prismatic Globe Outdoor Wall Lantern Light Fixture,Incon Lighting,"<h2 class=""short_description"">Clear Prism Sphere Cover - Black Base - Exterior Sconce - Medium E26 Base - Incandescent or LED Ready</h2> <div class=""description""> <p><span><span>Add a touch of modern style to your outdoor space with the Incon Trinity 388 series clear prismatic globe wall light fixture. Constructed with a UV-resistant composite material and black finish, this fixture features a clear smooth 8"" prism acrylic globe, short and long pencil arm tail, and is Wall Mount only suitable for exterior use. LED A19 compatible with E26 Medium Base (bulb not included) the light is UL listed for wet locations and Buy American Act compliant.</span></span></p> <h4><strong>Features</strong></h4> <ul> <li>Black Composite Housing</li> <li>Chip and Fade Resistant Construction</li> <li>Clear Smooth Prism Acrylic 8"" Globe</li> <li>Short &amp; Long Pencil Arm Tail are included</li> <li>Wall Mount Only</li> <li>Outside Use Only</li> <li>LED A19 Ready&nbsp;<em>(Bulb Not Included)</em></li> <li>Made in America Compliant</li> <li>UL Listed for Wet Locations</li> <li>Standard Packaging: 1&nbsp;</li> </ul> <h4><strong>E26 Medium Base Systems (LED A19 Ready)</strong></h4> <ul> <li>Medium E26 Base&nbsp;</li> <ul> <ul> <li><em>Incandescent (75W Max) (Bulb Not Included)</em></li> <li><em>LED A19 E26 Ready (Bulb Not Included)</em></li> </ul> </ul> </ul> </div> <h4><strong>Downloads</strong></h4> <div class=""collateral-box attachment-specs""><span class=""label""><span class=""attach-img""><a title=""38815 Spec Sheet"" href=""https://inconlighting.com/content/specs/388-E26.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""a-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/a-download-spec-100px.png"" alt=""a-download-spec-100px.png"" width=""100"" height=""100"" /></a></span></span></div> <h4 class=""collateral-box attachment-specs""><strong>Disclaimers</strong></h4> <div class=""collateral-box attachment-specs""><em>*This product typically ships in 3 to 5 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship. This item ships directly from the factory.</em></div> <div class=""collateral-box attachment-specs"">&nbsp;</div>",Fixtures/Outdoor/Wall Mount,,https://lightbulbsurplus.com/clear-prismatic-globe-outdoor-wall-lantern-light-fixture/,https://inconlighting.com/content/specs/388-E26.pdf,"""Model No=38895-E26"";""Fixture Style=Classic"";""Fixture Finish=Black"";""Fixture Type=Wall"";""Fixture Environment=Outdoor"";""Fixture Shape=Globe"";""Fixture Application=Area/General"";""Shade/Lens Color=Clear Prismatic"";""Shade/Lens Material=Acrylic"";""Depth (in.)=8.5"";""Height (in.)=15.5"";""Diameter (in.)=8"";""Light Source=Incandescent or LED A19 Ready"";""Lamp(s) Included=Sold Separately"";""Case Quantity=1"";""Country of Origin=Made in the USA"";""Order Code=38895-E26"";""Socket Type=E26"";""UL Listed=Wet Location Listed"";Voltage=120V;""Wattage=75 Watts""",0,38222
84695,84695-2X9LEDA19,2-Light Black Nautical Outdoor Post Top Lantern,Incon Lighting,"<h2 class=""short_description"">Anti-Corrosion Exterior Fixture | Weather-Resistant Pole Mount</h2> <div class=""description""> <p>Illuminate your walkways and yard with the 846 Dual-Head Outdoor Coach Post Top Light. This stylish and durable fixture, also available with an optional pier mount, is perfect for enhancing your outdoor space. Constructed from non-corrosive, UV-resistant plastic material with a non-rusting and anti-chipping finish in white or black, it ensures long-lasting good looks. Choose between LED or incandescent options for optimal lighting.</p> <h4><strong>Key Features:</strong></h4> <ul> <li><strong>Durable Construction:</strong>&nbsp;Non-corrosive, anti-chip plastic housing is UV resistant, making it ideal for outdoor installation.</li> <li><strong>Finish:&nbsp;</strong>Black anti-corrosion finish for long-lasting durability.</li> <li><strong>Design:</strong>&nbsp;Features a clear ribbed acrylic jar for a classic look.</li> <li><strong>Weather-Resistant:</strong>&nbsp;Built to withstand exposure to the elements, ensuring longevity and reliability.</li> <li><strong>Lighting Options:</strong>&nbsp;Available in both LED and incandescent versions.</li> <li><strong>Buy America Act Compliant:</strong>&nbsp;Proudly made in the USA, ensuring quality and compliance with local standards.</li> </ul> <h4><strong>Benefits:</strong></h4> <ul> <li><strong>Longevity:</strong>&nbsp;UV-resistant and anti-corrosive materials ensure the fixture looks great and performs well for years.</li> <li><strong>Versatility:</strong>&nbsp;Suitable for a variety of outdoor settings, including walkways, yards, and garden areas.</li> <li><strong>Customization:</strong>&nbsp;Available with an optional pier mount for added installation flexibility.</li> <li><strong>Energy Efficiency:</strong>&nbsp;Choose LED for a more energy-efficient lighting solution, reducing energy costs and maintenance.</li> <li><strong>Aesthetic Appeal:</strong>&nbsp;The clear ribbed acrylic jar adds a touch of nautical charm to any outdoor space.</li> </ul> <h4><strong>Downloads</strong></h4> </div> <div class=""collateral-box attachment-specs""><span class=""label""><a title=""846 LED Series"" href=""https://inconlighting.com/content/specs/846.pdf"" target=""_blank""><span class=""attach-img""><img class=""__mce_add_custom__"" title=""a-download-spec-100px-1.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/a-download-spec-100px-1.png"" alt=""a-download-spec-100px-1.png"" width=""100"" height=""100"" /></span></a></span></div> <div class=""collateral-box attachment-specs""> <h4 data-sourcepos=""5:1-5:14""><strong>Disclaimers</strong></h4> <p><em>*This product typically ships in 2 to 3 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship. This item ships directly from the factory.</em></p> </div>",Fixtures/Outdoor/Street Lights | Post Mount/Coach Post Lanterns,,https://lightbulbsurplus.com/2-light-black-nautical-outdoor-post-top-lantern/,https://inconlighting.com/content/specs/846.pdf,"Model=846;""Light Source=LED"";Wattage=18W;""Fixture Style=Nautical"";""Fixture Type=Post Top"";""Fixture Shape=Tier"";""Fixture Environment=Outdoor"";""Shade/Lens Color=Clear"";""Shade/Lens Material=Acrylic"";""Base Color=Black"";""Width (in.)=23.375"";""Height (in.)=13.00"";""Diameter (in.)=10.00"";""Mounting=3"""" Diameter Pole (Not Included)"";""Case Quantity=1"";""Buy American Act Compliant=Yes"";Dimmable=Yes;""Lumens=1800 Lumens"";""UL Listed=Wet Location Listed"";Voltage=120V;""Photocell (120V)=Optional"";""Price Shown=Per Fixture"";""Short Description=Typically Ships in 2 to 3 Business Days*""",0,38266
10512-14LED-120-PEN-40K,10512-14LED-120-PEN-40K,14W LED Round Brushed Nickel Pendant Mount Light Fixture White Lens 4000K,Incon Lighting,"<h2 class=""short_description"">90 Watt Equivalent Cool White - Damp Location Pendant Mount - Made in the USA</h2> <div class=""description""> <p>Incon Lighting's 105 series is a decorative indoor ceiling mount light fixture that is UL damp location listed, making it ideal for just about any application at your home or business, with a flexible look thanks to the pendant mount, which can be used with either a 6"" or 13"" length. The 10512-14LED-120 includes a 14 watt (90W equivalent) LED unit that emits 1350 lumens of cool white light. It has a brushed nickel steel housing and a white frosted translucent acrylic lens, and it is made in the USA.</p> </div> <h4>Downloads</h4> <div class=""collateral-box attachment-specs""> <ul id=""product-attachment-specs-table"" class=""data-table""> <li><span class=""label""> <a class=""prod-attach"" title=""105 LED Series"" href=""https://lightbulbsurplus.com/content/file-1492186679.pdf""> <span class=""attach-img""><img style=""margin-right: 5px;"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/pdf.png"" alt=""View File"" /></span> </a> </span> <p>105 Series Specifications</p> </li> </ul> </div>",Fixtures/Indoor/Flush Mount,,https://lightbulbsurplus.com/products/14w-led-round-brushed-nickel-pendant-mount-light-fixture-white-lens-4000k.html,,"""Fixture Style=Modern"";""Shade/Lens Color=White Frosted Translucent"";""Shade/Lens Material=Acrylic"";""Base Color=Nickel"";""Depth (in.)=7.75"";""Diameter (in.)=13.75"";""Case Quantity=1"";""Color Temperature=4000K"";""Country of Origin=Made in the USA"";Dimmable=Yes;""Lumens=1350 Lumens"";""Order Code=10512-14LED-120-PEN-40K"";""Equivalent=90 Watts"";""UL Listed=Damp Location Listed"";Voltage=120V;""Wattage=14 Watts"";""Bulb Color=Cool White"";""Light Source=LED""",0,38318
38555-GU-NL,38555-GU-NL,Decorative 13W CFL Black Outdoor Wall Fixture Clear Prismatic Globe Lens - GU24 Base No Lamp,Incon Lighting,"<h2 class=""short_description"">13 Watt Warm White - Wet Location Wall Mount Impact Resistant Porch Light Fixture - Made in the USA</h2> <div class=""description""> <p>Incon Lighting's 385 series is a durable outdoor wall mount porch light fixture that is UL wet location listed, making it ideal for just about any application at your home or business. It has a black polycarbonate finish with a clear prismatic acrylic globe lens, and is made in the USA. The 38595-13GU includes a 13 watt CFL unit that emits warm white light with a GU-24 socket..</p> <p>&nbsp;</p> <p>NO LAMP, CLOSE OUT</p> </div> <h4>Downloads</h4> <div class=""collateral-box attachment-specs""> <ul id=""product-attachment-specs-table"" class=""data-table""> <li><span class=""label""> <a class=""prod-attach"" title=""385 LED Series"" href=""https://lightbulbsurplus.com/content/file-1488656492.pdf""> <span class=""attach-img""><img style=""margin-right: 5px;"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/pdf.png"" alt=""View File"" /></span> </a> </span> <p>385 Series Specification</p> </li> </ul> </div>",Fixtures/Outdoor/Wall Mount;SALE/Clearance Fixtures,,https://lightbulbsurplus.com/decorative-13w-cfl-black-outdoor-wall-fixture-clear-prismatic-globe-lens-gu24-base-no-lamp/,,"""Fixture Style=Globe Pendant"";""Lighting Technology=LED Ready"";""__Wattage Range=10-19"";""__Fixture Finish=Black"";""Shade/Lens Color=Clear Prismatic"";""Shade/Lens Material=Acrylic"";""Base Color=Black"";""Depth (in.)=9"";""Height (in.)=13.5"";""Diameter (in.)=8"";""Case Quantity=1"";""Country of Origin=Made in the USA"";""Order Code=38595-GU-NL"";""Socket Type=GU24"";""UL Listed=Wet Location Listed"";Voltage=120V;""Wattage=13 Watts""",0,38497
32161-E26,32161-E26,"White Outdoor 10"" Round Corrosive Resistant Bulkhead Fixture Open Frame",Incon Lighting,"<h2 class=""short_description"">60W Max Medium E26 Socket - Wet Location Wall And Ceiling Mount - UV Stabilized Exterior Light Fixture</h2> <div class=""description""> <p>The 320 series adds a contemporary bulkhead look to any outdoor space. It composite construction makes it ideal in a corrosive environment. Incon's 320 series is designed for wall or ceiling applications and mounting hardware is included.<a title=""Beacon Series"" href=""https://inconlighting.com/beacon/"" target=""_blank""><br /></a></p> <h4><strong>Features</strong></h4> <ul> <li>Composite Polycarbonate Pan (E26 Medium Base Models)</li> <li>Frosted Reduced Glare Polycarbonate Lens</li> <li>Composite Open Frame</li> <li>Mounting Hardware Included</li> <li>Wall or Ceiling Mount</li> <li>Minimum Starting Temp -20&ordm;F</li> <li>UL Listed for Wet Locations&nbsp;</li> <li>3 Year Warranty E26 Medium Base</li> <li>Made in the USA Compliant</li> </ul> <h4><strong>Downloads</strong></h4> <p><a href=""https://inconlighting.com/content/specs/321.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""a-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/a-download-spec-100px.png"" alt=""a-download-spec-100px.png"" width=""100"" height=""100"" /></a></p> <h4><strong>Disclaimers</strong></h4> <p><em>*This product typically ships in 3 to 5 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship.</em></p> <p>&nbsp;</p> <p>&nbsp;</p> </div>",Fixtures/Outdoor/Wall Mount,,https://lightbulbsurplus.com/white-outdoor-10-round-corrosive-resistant-bulkhead-fixture-open-frame/,https://inconlighting.com/content/specs/321.pdf,"""Order Code=32161-E26"";""Fixture Shape=Round"";""Fixture Style=Nautical"";""Fixture Finish=White"";""Shade/Lens Color=Frosted"";""Shade/Lens Material=Polycarbonate"";""Base Color=White"";""Light Source=Incandescent or LED Ready"";""Base=E26 Medium"";""Diameter (in.)=10.375"";""Depth (in.)=5.25"";""Case Quantity=1"";""Country of Origin=Made in the USA"";""UL Listed=Wet Location Listed"";""Lamp(s) Included=No"";""Warranty=3 Year"";""Lighting Technology=LED Ready"";""Color Temperature=Choose Your CCT (Variants)"";""__Lumen Range=500-999"";""__Wattage Range=5-9"";""__Fixture Finish=White""",0,38702
13255-E26,13255-E26,60W Max Clear Prismatic Globe Ceiling Mount Black Entrance Light,Incon Lighting,"<h2 class=""short_description"">60 Watt - Impact Resistant Polycarbonate Light Housing - Wet Location Ceiling Mount</h2> <div class=""description""> <p>Incon Lighting's 130 series are economy style outdoor fixtures for wet locations, ideal for residential, commercial, and industrial use. The 13295-INC does not include a bulb; it has a 60 watt maximum E26 socket. It has a clear prismatic UV stabilized acrylic globe lens and a black impact resistant polycarbonate housing. There is also an optional pullchain or photocell for dusk-to-dawn operation.</p> </div> <h4>Downloads</h4> <div class=""collateral-box attachment-specs""> <ul id=""product-attachment-specs-table"" class=""data-table""> <li><span class=""label""> <a class=""prod-attach"" title=""130/132 LED Series"" href=""https://lightbulbsurplus.com/content/file-1510086415.pdf""> <span class=""attach-img""><img style=""margin-right: 5px;"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/pdf.png"" alt=""View File"" /></span> </a> </span> <p>130/132 Series Specifications</p> </li> </ul> </div>",Fixtures/Outdoor/Wall Mount,,https://lightbulbsurplus.com/60w-max-clear-prismatic-globe-ceiling-mount-black-entrance-light/,,"""Fixture Style=Economy"";""Shade/Lens Color=Clear Prismatic"";""Shade/Lens Material=Acrylic"";""Base Color=Black"";""Height (in.)=7.50"";""Diameter (in.)=6.00"";""Case Quantity=1"";""Country of Origin=Made in the USA"";""Order Code=13295-INC-NL"";""Socket Type=E26"";""UL Listed=Wet Location Listed"";Voltage=120V;""Wattage=60 Watts"";""Light Source=Incandescent"";""Lighting Technology=LED Ready"";""__Wattage Range=60-69"";""__Fixture Finish=Black""",0,39090
81495-E26,81495-E26,"14"" Clear Globe Black Post Top Fixture",Incon Lighting,"<p class=""short_description""><img class=""__mce_add_custom__"" title=""uv-wet-ac-ul.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/uv-wet-ac-ul.png"" alt=""uv-wet-ac-ul.png"" width=""600"" height=""102"" /></p> <h2 class=""short_description"">Outdoor&nbsp;Pole or Pier Mount Top Fixture - Wet Location -&nbsp;Incandescent or LED Ready (Bulb Not Included)</h2> <div class=""description""> <p>This classic clear globe post top is engineered to fit 3.0"" poles. This classic design has a UV polycarbonate wing-clamp black base and comes with an UV Resistant 14"" clear acrylic globe with 5.25"" opening.</p> <h4><strong>Features</strong></h4> <ul> <li>Clear UV Resistant Acrylic Smooth Globe</li> <li>Black Non-Corrosive Composite Wing-Clamp Fitter</li> <li>Fits Standard 3"" OD Pole or <a title=""Pillar Mount Adapter"" href=""https://lightbulbsurplus.com/4-5-black-plastic-deck-pier-mount-adapter-base/"" target=""_blank"">Pier Mounts</a>&nbsp;<em>(not included)</em></li> <li>UL for Wet Locations</li> <li>Buy American&nbsp;Compliant</li> <li>3 Year Warranty</li> <li>Standard Pack Qty: 1</li> </ul> <strong>Medium E26 Socket Base&nbsp;</strong><br /> <ul> <li>Incandescent<em>&nbsp;(150W Max)&nbsp;(Bulb Not Included)</em>&nbsp;</li> <li>LED Ready E26 Screw-In&nbsp;<em>(Bulb Not Included)</em></li> </ul> </div> <div class=""description""> <h4><strong>Downloads</strong></h4> <p><a href=""https://inconlighting.com/content/specs/814.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-spec-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-spec-100px.png"" alt=""lbs-download-spec-100px.png"" width=""100"" height=""100"" /></a><a href=""https://inconlighting.com/content/specs/800-instruction.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""lbs-download-install-100px.png"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/lbs-download-install-100px.png"" alt=""lbs-download-install-100px.png"" width=""100"" height=""100"" /></a></p> <h4><strong>Disclaimers</strong></h4> <p><em>*This product typically ships in 3 to 5 business days. Larger quantities may take longer than stated lead-time.&nbsp; All lead-times are estimates and you will be notified by email if it will take longer than 5 business days to ship.&nbsp; This product ships directly from the manufacturer.</em></p> <p>&nbsp;</p> </div>",Fixtures/Outdoor/Street Lights | Post Mount;Fixtures/Outdoor/Street Lights | Post Mount/Round Globe Post Top,,https://lightbulbsurplus.com/14-clear-globe-black-post-top-fixture/,https://inconlighting.com/content/specs/814.pdf,"""Order Code=81495-E26"";""Fixture Style=Globe Post Top"";""Shade/Lens Color=Clear"";""Shade/Lens Material=Acrylic"";""Base Color=Black"";""Base Material=Polycarbonate"";""Height (in.)=14.25"";""Diameter (in.)=14"";""Socket Type=Medium (E26)"";""UL Listed=Wet"";""Case Quantity=1"";""Country of Origin=Made in the USA""",0,39260
30491-13LED-120-40K,30491-13LED-120-40K,LED Clear Lens Minimal White Wall Mount 13W Porch Light 4000K,Incon Lighting,"<h2 class=""short_description"">13 Watt Compact Jar Style Lens Outdoor Fixture (60 Watt Equal) - Impact Resistant Polycarbonate Light Housing - Optional Dusk-to-Dawn Photocell</h2> <div class=""description""> <p>Incon Lighting's 304 series are small and well-built outdoor fixtures for wet locations, ideal for residential, commercial, and industrial use. The 30491-13LED-120 includes a 13 watt (60W equivalent) LED bulb that emits 900 lumens of cool white light. It has a clear prismatic acrylic jar lens and can be fitted with a dusk-to-dawn photocell.</p> </div> <h4>Downloads</h4> <div class=""collateral-box attachment-specs""> <ul id=""product-attachment-specs-table"" class=""data-table""> <li><span class=""label""> <a class=""prod-attach"" title=""304 LED Series"" href=""https://lightbulbsurplus.com/content/file-1482521970.pdf""> <span class=""attach-img""><img style=""margin-right: 5px;"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/pdf.png"" alt=""View File"" /></span> </a> </span> <p>304 Series Specifications</p> </li> </ul> </div>",Fixtures/Outdoor/Wall Mount,,https://lightbulbsurplus.com/products/led-clear-lens-minimal-white-wall-mount-13w-porch-light-4000k.html,,"""Fixture Style=Modern"";""Shade/Lens Color=Clear Prismatic"";""Shade/Lens Material=Acrylic"";""Base Color=White"";""Depth (in.)=5.25"";""Width (in.)=4.5"";""Height (in.)=9.5"";""Case Quantity=1"";""Color Temperature=4000K"";""Country of Origin=Made in the USA"";Dimmable=Yes;""Lumens=900 Lumens"";""Order Code=30491-13LED-120-40K"";""Equivalent=60 Watts"";""UL Listed=Wet Location Listed"";Voltage=120V;""Wattage=13 Watts"";""Bulb Color=Cool White"";""Light Source=LED"";""Lighting Technology=Bulbs Included"";""__Lumen Range=500-999"";""__Wattage Range=10-19"";""__Fixture Finish=White""",0,39319
84291-13LED-120-30K,84291-13LED-120-30K,60W Equal LED White Nautical Tiered Pole Mount Light 3000K 1,Incon Lighting,"<h2 class=""short_description"">Incon Lighting 84291-13LED-120-30K 14 Watt Seagull Wet Location Listed Outdoor Post Top Light</h2> <div class=""description"">The Incon Lighting 84291-13LED-120 LED post top nautical tiered decorative light is made of impact resistant white polycarbonate with a clear ribbed acrylic jar lens. It fits on a standard 3 inch pole or pier mount (sold separately) and is wet location UL listed, making it ideal for outdoor use. It uses only 14 watts of electricity but emits 900 lumens of soft white light (Equivalent to a 60W incandescent). For dusk-to-dawn operation, a photocell pole adapter can be purchased and installed between the fixture and post.</div> <h4>Downloads</h4> <div class=""collateral-box attachment-specs""> <ul id=""product-attachment-specs-table"" class=""data-table""> <li><span class=""label""> <a class=""prod-attach"" title=""842 LED Series"" href=""https://lightbulbsurplus.com/content/file-1480004213.pdf""> <span class=""attach-img""><img style=""margin-right: 5px;"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/pdf.png"" alt=""View File"" /></span> </a> </span> <p>842 Series Specifications&nbsp;</p> </li> </ul> </div>",Fixtures/Outdoor/Street Lights | Post Mount/Coach Post Lanterns,,https://lightbulbsurplus.com/products/60w-equal-led-white-nautical-tiered-pole-mount-light-3000k-1.html,,"""Fixture Style=Nautical"";""Shade/Lens Color=Clear"";""Shade/Lens Material=Acrylic"";""Base Color=White"";""Height (in.)=10"";""Diameter (in.)=10"";""Case Quantity=1"";""Color Temperature=3000K"";""Country of Origin=Made in the U.S.A."";Dimmable=Yes;""Lumens=900 Lumens"";""Order Code=84291-13LED-120-30K"";""Equivalent=60 Watts"";""UL Listed=Wet Location Listed"";Voltage=120V;""Wattage=13 Watts"";""Bulb Color=Soft White"";""Light Source=LED""",0,39328
33565-13LED-120-30K,33565-13LED-120-30K,13W LED Nautical Black Grid Security Fixture 3000K,Incon Lighting,"<h2 class=""short_description"">60 Watt Equivalent Soft White - Wet Location UL Listed - Wall Mount Impact Resistant Exterior Light Fixture</h2> <div class=""description""> <p>Incon Lighting's 335 series is an outdoor wall mount fixture that is UL wet location listed, making it ideal for exterior use at your home or business. It has a impact resistant black polycarbonate grid frame with a UV stabilized frosted polycarbonate lens, and is made in the USA. The ADA-compliant 33565-13LED-120 includes a 13 watt (60W equivalent) LED bulb that emits 900 lumens of soft white light.</p> <p>A dusk-to-dawn photocell is also available at a small additional cost.</p> </div> <h4>Downloads</h4> <div class=""collateral-box attachment-specs""> <ul id=""product-attachment-specs-table"" class=""data-table""> <li><span class=""label""> <a class=""prod-attach"" title=""335 LED Series"" href=""https://lightbulbsurplus.com/content/file-1503182884.pdf""> <span class=""attach-img""><img style=""margin-right: 5px;"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/pdf.png"" alt=""View File"" /></span> </a> </span> <p>335 Series Specifications</p> </li> </ul> </div>",Fixtures/Outdoor/Wall Mount,,https://lightbulbsurplus.com/products/13w-led-nautical-black-grid-security-fixture-3000k.html,,"""Fixture Style=Nautical"";""Shade/Lens Color=Frosted"";""Shade/Lens Material=Polycarbonate"";""Base Color=Black"";""Depth (in.)=4.50"";""Width (in.)=6.00"";""Height (in.)=10.625"";""Case Quantity=1"";""Color Temperature=3000K"";""Country of Origin=Made in the USA"";""Energy Star=Yes"";""Lumens=900 Lumens"";""Order Code=33565-13LED-120-30K"";""Equivalent=60 Watts"";""UL Listed=Wet Location Listed"";Voltage=120V;""Wattage=13 Watts"";""Bulb Color=Soft White"";""Light Source=LED"";""Lighting Technology=Bulbs Included"";""__Lumen Range=500-999"";""__Wattage Range=10-19"";""__Fixture Finish=Black""",0,39448
1815LX1-13LED-120-30K,1815LX1-13LED-120-30K,13W LED White Housing Clear Prismatic Polycarbonate Lens Utility Light 3000K 1,Incon Lighting,"<h2 class=""short_description"">60 Watt Equivalent Soft White - Damp Location Ceiling or Wall Mount Outdoor Light Fixture - Made in the USA</h2> <div class=""description""> <p>Incon Lighting's 181 series is an outdoor ceiling or wall mount light fixture that is UL damp location listed, making it ideal for just about any application at your business or residential. The 1819LX1-13LED-120 includes a 13 watt (60W equivalent) LED unit that emits 900 lumens of soft white light, and it is made in the USA. It has an impact resistant white powdercoated aluminum pan housing with a clear prismatic polycarbonate lens.</p> </div> <h4>Downloads</h4> <div class=""collateral-box attachment-specs""> <ul id=""product-attachment-specs-table"" class=""data-table""> <li><span class=""label""> <a class=""prod-attach"" title=""181 LED Series"" href=""https://lightbulbsurplus.com/content/file-1506536803.pdf""> <span class=""attach-img""><img style=""margin-right: 5px;"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/pdf.png"" alt=""View File"" /></span> </a> </span> <p>181 Series Specifications</p> </li> </ul> </div>",Fixtures/Indoor/Flush Mount,,https://lightbulbsurplus.com/products/13w-led-white-housing-clear-prismatic-polycarbonate-lens-utility-light-3000k-1.html,,"""Fixture Style=Economy"";""Shade/Lens Color=Clear Prismatic"";""Shade/Lens Material=Polycarbonate"";""Base Color=White"";""Depth (in.)=4.125"";""Width (in.)=10.75"";""Height (in.)=10.75"";""Case Quantity=1"";""Color Temperature=3000K"";""Country of Origin=Made in the USA"";Dimmable=Yes;""Lumens=900 Lumens"";""Order Code=1819LX1-13LED-120-30K"";""Equivalent=60 Watts"";""UL Listed=Damp Location Listed"";Voltage=120V;""Wattage=13 Watts"";""Bulb Color=Soft White"";""Light Source=LED""",0,39590
84295-13LED-120-40K,84295-13LED-120-40K,60W Equal LED Black Nautical Tiered Pole Mount Light 4000K 1,Incon Lighting,"<h2 class=""short_description"">Incon Lighting 84295-13LED--120-40K 14 Watt Seagull Wet Location Listed Outdoor Post Top Light</h2> <div class=""description"">The Incon Lighting 84295-13LED-120 LED post top nautical tiered decorative light is made of impact resistant black polycarbonate with a clear ribbed acrylic jar lens. It fits on a standard 3 inch pole or pier mount (sold separately) and is wet location UL listed, making it ideal for outdoor use. It uses only 14 watts of electricity but emits 900 lumens of cool white light (Equivalent to a 60W incandescent). For dusk-to-dawn operation, a photocell pole adapter can be purchased and installed between the fixture and post.</div> <h4>Downloads</h4> <div class=""collateral-box attachment-specs""> <ul id=""product-attachment-specs-table"" class=""data-table""> <li><span class=""label""> <a class=""prod-attach"" title=""842 LED Series"" href=""https://inconlighting.com/content/specs/842.pdf""> <span class=""attach-img""><img style=""margin-right: 5px;"" src=""https://cdn11.bigcommerce.com/s-o7p3kkw0ib/product_images/uploaded_images/pdf.png"" alt=""View File"" /></span> </a> </span> <p>842 Series Specifications&nbsp;</p> </li> </ul> </div>",Fixtures/Outdoor/Street Lights | Post Mount/Coach Post Lanterns,,https://lightbulbsurplus.com/60w-equal-led-black-nautical-tiered-pole-mount-light-4000k-1/,https://inconlighting.com/content/specs/842.pdf,"""Fixture Style=Nautical"";""Shade/Lens Color=Clear"";""Shade/Lens Material=Acrylic"";""Base Color=Black"";""Height (in.)=10"";""Diameter (in.)=10"";""Case Quantity=1"";""Color Temperature=4000K"";""Country of Origin=Made in the U.S.A."";Dimmable=Yes;""Lumens=1280 Lumens"";""Order Code=84295-13LED-120-40K"";""Equivalent=60 Watts"";""UL Listed=Wet Location Listed"";Voltage=120V;""Wattage=14 Watts"";""Bulb Color=Cool White"";""Light Source=LED""",0,39645
